Speaker	Vowel	Context	F1/S(F1)	F2/S(F2)	F1g/S(F1g)	F2g/S(F2g)
2436	HAPPY	british	0.661	1.739	NA	NA
2436	HAPPY	british	0.626	1.722	NA	NA
2436	HAPPY	initially	0.699	1.678	NA	NA
2436	HAPPY	initially	1.053	1.668	NA	NA
2436	BAT	initially	1.457	1.325	NA	NA
2436	HAPPY	initially	0.516	1.839	NA	NA
2436	BAT	kwara	1.535	0.893	NA	NA
2436	BAT	kwara	1.599	1.121	NA	NA
2436	FACE	state	0.858	1.777	NA	NA
2436	BAT	had	1.672	1.098	NA	NA
2436	HOAX	only	0.835	0.613	NA	NA
2436	HAPPY	only	0.612	1.881	NA	NA
2436	BAT	a	0.787	1.706	NA	NA
2436	STEW	few	0.568	1.377	NA	NA
2436	FACE	major	0.833	1.713	NA	NA
2436	THOUGHT	major	1.179	0.844	NA	NA
2436	HAPPY	industrial	0.947	1.944	NA	NA
2436	THOUGHT	industrial	1.148	0.901	NA	NA
2436	HAPPY	industrial	1.215	1.155	NA	NA
2436	BAT	industrial	1.522	1.087	NA	NA
2436	THOUGHT	companies	1.229	0.745	NA	NA
2436	BAT	companies	0.525	1.076	NA	NA
2436	HAPPY	companies	0.708	0.586	NA	NA
2436	THOUGHT	continued	1.281	0.849	NA	NA
2436	HAPPY	continued	0.705	1.726	NA	NA
2436	STEW	continued	0.859	0.991	NA	NA
2436	THOUGHT	conversation	1.353	0.897	NA	NA
2436	BAT	conversation	1.244	0.963	NA	NA
2436	FACE	conversation	0.957	1.401	NA	NA
2436	THOUGHT	conversation	1.076	1.218	NA	NA
2436	HAPPY	is	0.771	1.618	NA	NA
2436	THOUGHT	currently	1.038	1.2	NA	NA
2436	DRESS	currently	1.129	1.385	NA	NA
2436	HAPPY	currently	0.723	2.076	NA	NA
2436	BAT	available	1.629	1.227	NA	NA
2436	FACE	available	0.909	1.515	NA	NA
2436	BAT	available	0.859	1.633	NA	NA
2436	FOOT	available	0.724	0.634	NA	NA
2436	HAPPY	in	0.713	1.894	NA	NA
2436	HAPPY	english	0.777	1.769	NA	NA
2436	HAPPY	english	0.735	1.609	NA	NA
2436	THOUGHT	for	1.035	0.784	NA	NA
2436	DRESS	regular	1.17	1.334	NA	NA
2436	FOOT	regular	0.799	0.889	NA	NA
2436	BAT	regular	1.487	1.039	NA	NA
2436	STEW	users	0.701	1.052	NA	NA
2436	BAT	users	1.229	1.171	NA	NA
2436	BAT	and	1.515	1.09	NA	NA
2436	THOUGHT	all	2.052	1.768	NA	NA
2436	HAPPY	english	4.629	2.156	NA	NA
2436	HAPPY	english	0.692	1.705	NA	NA
2436	HOAX	locales	0.779	0.676	NA	NA
2436	BAT	locales	1.466	0.96	NA	NA
2436	STEW	throughout	1.024	0.89	NA	NA
2436	FACE	the	0.711	0.934	NA	NA
2436	THOUGHT	world	1.181	0.879	NA	NA
2436	THOUGHT	for	1.119	0.722	NA	NA
2436	HAPPY	internal	0.982	1.76	NA	NA
2436	GIRL	internal	1.39	1.08	NA	NA
2436	BAT	internal	1.391	1.016	NA	NA
2436	STEW	googlers	0.696	0.585	NA	NA
2436	FOOT	googlers	0.712	0.868	NA	NA
2436	BAT	googlers	1.337	0.97	NA	NA
2436	THOUGHT	just	1.415	1.011	NA	NA
2436	BAT	as	1.691	1.036	NA	NA
2436	BAT	a	0.862	1.743	NA	NA
2436	HAPPY	reminder	0.772	1.434	NA	NA
2436	BAT	reminder	1.678	1.075	NA	NA
2436	HAPPY	emergency	0.936	1.89	NA	NA
2436	GIRL	emergency	1.685	1.129	NA	NA
2436	DRESS	emergency	1.031	1.446	NA	NA
2436	HAPPY	emergency	0.728	1.671	NA	NA
2436	THOUGHT	calls	1.376	0.729	NA	NA
2436	BAT	aren't	1.357	1.192	NA	NA
2436	BAT	available	1.617	1.194	NA	NA
2436	FACE	available	1.028	1.455	NA	NA
2436	BAT	available	0.889	1.608	NA	NA
2436	FOOT	available	0.575	0.563	NA	NA
2436	THOUGHT	from	1.284	0.852	NA	NA
2436	STEW	google	0.768	0.683	NA	NA
2436	FOOT	google	0.626	0.639	NA	NA
2436	HOAX	home	0.867	0.568	NA	NA
2484	FLEECE	creatures	0.848	1.787	NA	NA
2484	DRESS	creatures	1.122	1.137	NA	NA
2484	THOUGHT	called	1.221	0.756	NA	NA
2484	HOAX	gnomes	1.169	1.103	NA	NA
2484	BAT	have	1.393	1.088	NA	NA
2484	FLEECE	been	0.946	1.917	NA	NA
2484	STEW	used	0.787	1.457	NA	NA
2484	HAPPY	in	0.924	1.531	NA	NA
2484	HAPPY	the	0.723	1.684	NA	NA
2484	BAT	fantasy	1.345	0.986	NA	NA
2484	BAT	fantasy	1.262	1.212	NA	NA
2484	HAPPY	fantasy	0.749	1.579	NA	NA
2484	THOUGHT	genre	1.183	1.375	NA	NA
2484	BAT	genre	1.195	1.348	NA	NA
2484	THOUGHT	of	1.298	0.853	NA	NA
2484	HAPPY	fiction	0.7	1.85	NA	NA
2484	THOUGHT	fiction	1.104	1.261	NA	NA
2484	HAPPY	since	0.738	1.088	NA	NA
2484	HAPPY	the	0.843	1.504	NA	NA
2484	HAPPY	mid	0.743	1.292	NA	NA
2484	FLEECE	nineteenth	0.895	1.541	NA	NA
2484	DRESS	century	1.072	1.475	NA	NA
2484	FOOT	century	0.823	1.542	NA	NA
2484	FLEECE	century	1.23	1.734	NA	NA
2484	HAPPY	typically	0.938	1.67	NA	NA
2484	HAPPY	typically	0.594	1.318	NA	NA
2484	HAPPY	typically	0.811	1.758	NA	NA
2484	HAPPY	in	0.955	2.121	NA	NA
2484	BAT	a	0.946	1.738	NA	NA
2484	THOUGHT	cunning	1.262	0.978	NA	NA
2484	HAPPY	cunning	0.742	1.464	NA	NA
2484	HOAX	role	1.115	1.54	NA	NA
2484	THOUGHT	such	1.21	1.189	NA	NA
2484	BAT	as	1.428	1.302	NA	NA
2484	BAT	an	1.527	1.121	NA	NA
2484	HAPPY	inventor	0.845	1.361	NA	NA
2484	DRESS	inventor	1.135	1.454	NA	NA
2484	THOUGHT	inventor	1.157	0.738	NA	NA
2484	BAT	broilers	1.5	1.219	NA	NA
2484	BAT	are	1.384	1.13	NA	NA
2484	YOU	susceptible	1.162	0.995	NA	NA
2484	DRESS	susceptible	1.14	1.367	NA	NA
2484	HAPPY	susceptible	0.886	1.448	NA	NA
2484	FOOT	susceptible	0.807	0.879	NA	NA
2484	STEW	to	0.743	1.166	NA	NA
2484	HAPPY	skin	0.844	1.889	NA	NA
2484	BAT	and	1.285	1.374	NA	NA
2484	FLEECE	lesions	1.131	1.528	NA	NA
2484	THOUGHT	lesions	1.018	1.311	NA	NA
2484	HAPPY	disillusioned	0.682	1.879	NA	NA
2484	HAPPY	disillusioned	0.683	1.926	NA	NA
2484	STEW	disillusioned	0.778	1.577	NA	NA
2484	DRESS	disillusioned	1.771	0.722	NA	NA
2484	HAPPY	with	0.795	1.809	NA	NA
2484	HAPPY	the	0.679	1.608	NA	NA
2484	GIRL	circumstances	1.446	1.186	NA	NA
2484	YOU	circumstances	1.351	0.909	NA	NA
2484	BAT	circumstances	1.387	1.203	NA	NA
2484	DRESS	circumstances	0.771	1.328	NA	NA
2484	THOUGHT	of	1.197	1.125	NA	NA
2484	FACE	the	1.007	1.609	NA	NA
2484	HAPPY	election	1.109	1.515	NA	NA
2484	DRESS	election	1.138	1.53	NA	NA
2484	THOUGHT	election	1.265	1.167	NA	NA
2484	FACE	bade	0.907	1.719	NA	NA
2484	GLARE	farewell	1.186	1.446	NA	NA
2484	DRESS	farewell	1.083	1.331	NA	NA
2484	STEW	to	0.635	1.669	NA	NA
2484	FLEECE	east	0.661	1.882	NA	NA
2484	THOUGHT	nottingham	1.354	0.969	NA	NA
2484	HAPPY	nottingham	0.954	2.329	NA	NA
2484	BAT	nottingham	1.945	1.174	NA	NA
2484	BAT	her	1.812	1.116	NA	NA
2484	THOUGHT	son	1.338	0.96	NA	NA
2484	HOAX	olaniyi	1.301	0.839	NA	NA
2484	BAT	olaniyi	1.523	1.121	NA	NA
2484	HAPPY	olaniyi	0.849	1.76	NA	NA
2484	HAPPY	olaniyi	1.228	1.057	NA	NA
2484	HAPPY	is	1.268	0.89	NA	NA
2484	BAT	a	1.177	0.821	NA	NA
2484	THOUGHT	college	0.908	1.261	NA	NA
2484	HAPPY	college	0.773	1.977	NA	NA
2484	THOUGHT	of	0.79	1.609	NA	NA
2484	BAT	santa	1.379	1.066	NA	NA
2484	BAT	santa	1.131	1.477	NA	NA
2484	BAT	graduate	1.632	1.213	NA	NA
2484	YOU	graduate	0.898	1.521	NA	NA
2484	FACE	graduate	1.048	1.528	NA	NA
2484	HAPPY	it's	0.75	1.854	NA	NA
2484	BAT	a	0.981	1.675	NA	NA
2484	DRESS	technology	1.131	1.572	NA	NA
2484	THOUGHT	technology	1.184	1.191	NA	NA
2484	THOUGHT	technology	1.269	1.2	NA	NA
2484	HAPPY	technology	0.716	1.635	NA	NA
2484	DRESS	question	1.154	1.344	NA	NA
2484	THOUGHT	question	1.313	1.249	NA	NA
2484	HAPPY	in	0.79	1.38	NA	NA
2484	HAPPY	the	0.698	1.834	NA	NA
2484	THOUGHT	cult	1.223	0.729	NA	NA
2484	BAT	dramas	1.619	1.17	NA	NA
2484	BAT	dramas	1.547	1.176	NA	NA
2484	THOUGHT	of	1.259	0.97	NA	NA
2484	HAPPY	the	0.676	1.871	NA	NA
2484	DRESS	festival	1.061	1.397	NA	NA
2484	HAPPY	festival	0.852	1.497	NA	NA
2484	BAT	festival	1.436	1.101	NA	NA
2484	HAPPY	is	0.686	1.811	NA	NA
2484	BAT	a	0.96	1.605	NA	NA
2484	HAPPY	dying	1.022	1.83	NA	NA
2484	BAT	and	1.57	1.324	NA	NA
2484	HAPPY	rising	0.889	1.563	NA	NA
2484	THOUGHT	god	1.16	0.842	NA	NA
2484	HAPPY	before	0.725	1.605	NA	NA
2484	THOUGHT	before	1.16	0.941	NA	NA
2484	HAPPY	the	0.684	1.627	NA	NA
2484	DRESS	twentieth	1.152	1.496	NA	NA
2484	HAPPY	twentieth	0.956	1.55	NA	NA
2484	DRESS	twentieth	1.121	1.465	NA	NA
2484	DRESS	century	1.161	1.442	NA	NA
2484	FLEECE	century	1.204	1.758	NA	NA
2484	GIRL	circular	1.077	1.401	NA	NA
2484	YOU	circular	0.942	1.356	NA	NA
2484	BAT	circular	1.469	1.157	NA	NA
2484	DRESS	stepped	1.175	1.432	NA	NA
2484	HAPPY	pyramids	0.88	1.191	NA	NA
2484	BAT	pyramids	1.612	1.328	NA	NA
2484	HAPPY	pyramids	1.025	1.766	NA	NA
2484	GLARE	were	1.054	1.375	NA	NA
2484	HAPPY	built	0.738	1.655	NA	NA
2484	HAPPY	in	0.92	1.122	NA	NA
2484	DRESS	reverence	0.868	1.407	NA	NA
2484	DRESS	reverence	1.53	1.536	NA	NA
2484	THOUGHT	of	1.448	0.985	NA	NA
2484	BAT	at	1.671	1.131	NA	NA
2484	HAPPY	the	0.759	1.579	NA	NA
2484	THOUGHT	of	1.296	0.875	NA	NA
2484	HAPPY	in	0.82	1.121	NA	NA
2484	THOUGHT	northern	1.353	0.975	NA	NA
2484	BAT	northern	1.476	1.234	NA	NA
2484	THOUGHT	contrary	1.473	1.161	NA	NA
2484	BAT	contrary	1.392	1.111	NA	NA
2484	HAPPY	contrary	0.897	1.522	NA	NA
2484	STEW	to	0.808	1.253	NA	NA
2484	THOUGHT	popular	1.287	0.839	NA	NA
2484	FOOT	popular	0.85	1.219	NA	NA
2484	BAT	popular	1.434	1.12	NA	NA
2484	HAPPY	belief	0.847	1.594	NA	NA
2484	FLEECE	belief	0.749	1.699	NA	NA
2484	HOAX	both	1.02	0.802	NA	NA
2484	THOUGHT	forms	1.356	0.883	NA	NA
2484	THOUGHT	of	1.106	1.066	NA	NA
2484	DRESS	leprosy	1.089	1.497	NA	NA
2484	THOUGHT	leprosy	1.076	0.935	NA	NA
2484	HAPPY	leprosy	0.817	1.588	NA	NA
2484	BAT	are	1.485	1.153	NA	NA
2484	FOOT	curable	1.032	1.481	NA	NA
2484	BAT	curable	0.975	1.475	NA	NA
2484	FOOT	curable	0.831	0.768	NA	NA
2484	BAT	a	1.142	1.659	NA	NA
2484	THOUGHT	small	1.421	0.821	NA	NA
2484	BAT	fraction	1.507	1.163	NA	NA
2484	THOUGHT	fraction	1.243	1.216	NA	NA
2484	THOUGHT	of	1.388	0.879	NA	NA
2484	BAT	mambilla	1.644	1.161	NA	NA
2484	HAPPY	mambilla	0.82	1.688	NA	NA
2484	BAT	mambilla	1.511	1.19	NA	NA
2484	BAT	migrants	1.503	1.254	NA	NA
2484	DRESS	left	1.2	1.537	NA	NA
2484	HAPPY	the	0.821	1.736	NA	NA
2484	BAT	mambilla	1.58	1.146	NA	NA
2484	HAPPY	mambilla	0.939	1.579	NA	NA
2484	BAT	mambilla	1.472	1.178	NA	NA
2484	BAT	plateau	0.912	1.633	NA	NA
2484	HOAX	plateau	0.813	1.124	NA	NA
2484	THOUGHT	for	0.855	1.445	NA	NA
2484	BAT	the	0.651	1.27	NA	NA
2484	THOUGHT	ndom	1.141	1.022	NA	NA
2484	FACE	plain	1.048	1.755	NA	NA
2484	THOUGHT	on	1.168	1.066	NA	NA
2484	HAPPY	the	0.753	1.855	NA	NA
2484	BAT	cameroon	1.307	1.293	NA	NA
2484	DRESS	cameroon	1.205	1.277	NA	NA
2484	STEW	cameroon	1.083	1.348	NA	NA
2484	THOUGHT	of	1.178	1.16	NA	NA
2484	HAPPY	the	0.805	1.752	NA	NA
2484	HAPPY	international	0.993	1.215	NA	NA
2484	BAT	international	1.332	1.143	NA	NA
2484	BAT	international	1.388	1.178	NA	NA
2484	BAT	international	0.767	1.112	NA	NA
2484	BAT	international	1.506	1.149	NA	NA
2484	THOUGHT	border	1.16	0.907	NA	NA
2484	BAT	border	1.347	1.026	NA	NA
2484	DRESS	ewa	1.042	1.678	NA	NA
2484	BAT	ewa	1.488	0.976	NA	NA
2484	HAPPY	is	0.619	1.092	NA	NA
2484	BAT	a	0.826	1.623	NA	NA
2484	FLEECE	street	0.737	1.726	NA	NA
2484	STEW	food	0.936	0.878	NA	NA
2484	THOUGHT	commonly	1.268	0.945	NA	NA
2484	THOUGHT	commonly	1.261	1.124	NA	NA
2484	HAPPY	commonly	0.933	2.384	NA	NA
2484	FLEECE	eaten	0.634	1.842	NA	NA
2484	DRESS	eaten	0.938	1.592	NA	NA
2484	HAPPY	in	0.684	1.182	NA	NA
2484	FACE	lagos	0.954	1.609	NA	NA
2484	THOUGHT	lagos	1.195	0.93	NA	NA
2484	HAPPY	in	0.761	2.092	NA	NA
2484	BAT	a	0.905	1.958	NA	NA
2484	HAPPY	bid	0.771	1.891	NA	NA
2484	STEW	to	0.576	1.466	NA	NA
2484	THOUGHT	stop	1.29	1.051	NA	NA
2484	HAPPY	the	0.864	1.627	NA	NA
2484	BAT	machine	1.107	1.526	NA	NA
2484	FLEECE	machine	0.98	1.773	NA	NA
2484	HAPPY	he	0.734	1.881	NA	NA
2484	BAT	attempted	1.564	1.229	NA	NA
2484	DRESS	attempted	1.125	1.574	NA	NA
2484	DRESS	attempted	1.053	1.481	NA	NA
2484	STEW	to	1.35	1.547	NA	NA
2484	BAT	sabotage	1.391	1.214	NA	NA
2484	THOUGHT	sabotage	1.031	0.957	NA	NA
2484	BAT	sabotage	1.502	1.128	NA	NA
2484	HAPPY	it	0.81	1.667	NA	NA
2484	HAPPY	before	0.739	1.707	NA	NA
2484	THOUGHT	before	1.229	0.893	NA	NA
2484	FLEECE	he	0.816	1.753	NA	NA
2484	THOUGHT	was	1.113	0.981	NA	NA
2484	HAPPY	hindered	0.765	1.174	NA	NA
2484	BAT	hindered	1.378	1.249	NA	NA
2484	HAPPY	the	0.744	1.848	NA	NA
2484	THOUGHT	onset	1.147	0.891	NA	NA
2484	DRESS	onset	1.171	1.352	NA	NA
2484	THOUGHT	of	1.212	1.1	NA	NA
2484	BAT	amnesia	1.478	1.097	NA	NA
2484	FLEECE	amnesia	0.802	1.751	NA	NA
2484	BAT	amnesia	1.167	1.406	NA	NA
2484	BAT	and	1.596	1.114	NA	NA
2484	HAPPY	sickness	0.798	1.721	NA	NA
2484	HAPPY	sickness	1.186	1.434	NA	NA
2484	HAPPY	it	0.493	1.996	NA	NA
2484	HAPPY	is	0.671	1.651	NA	NA
2484	HAPPY	the	0.784	1.711	NA	NA
2484	FACE	major	1.036	1.765	NA	NA
2484	THOUGHT	major	1.215	1.226	NA	NA
2484	HAPPY	river	0.75	1.66	NA	NA
2484	BAT	river	1.403	1.165	NA	NA
2484	BAT	and	1.781	1.223	NA	NA
2484	THOUGHT	source	1.168	1.036	NA	NA
2484	THOUGHT	of	1.151	0.974	NA	NA
2484	THOUGHT	water	1.213	0.901	NA	NA
2484	BAT	water	1.413	1.212	NA	NA
2484	HAPPY	in	1.121	1.475	NA	NA
2484	BAT	that	1.526	1.15	NA	NA
2484	BAT	part	1.485	1.072	NA	NA
2484	THOUGHT	of	1.086	1.147	NA	NA
2484	HAPPY	the	0.669	1.3	NA	NA
2484	BAT	sahara	1.393	1.229	NA	NA
2484	BAT	sahara	1.512	1.102	NA	NA
2484	BAT	sahara	1.425	1.245	NA	NA
2484	DRESS	desert	1.127	1.424	NA	NA
2484	BAT	desert	1.34	1.142	NA	NA
2484	BAT	an	1.559	1.326	NA	NA
2484	HAPPY	increasing	1.245	1.294	NA	NA
2484	FLEECE	increasing	0.766	1.575	NA	NA
2484	HAPPY	increasing	0.95	1.496	NA	NA
2484	THOUGHT	proportion	1.143	1.004	NA	NA
2484	THOUGHT	proportion	1.145	0.956	NA	NA
2484	THOUGHT	proportion	0.975	1.237	NA	NA
2484	THOUGHT	of	1.237	1.027	NA	NA
2484	FLEECE	meath	0.88	1.178	NA	NA
2484	DRESS	residents	1.108	1.41	NA	NA
2484	HAPPY	residents	0.704	1.426	NA	NA
2484	DRESS	residents	1.04	1.423	NA	NA
2484	THOUGHT	commute	1.186	0.832	NA	NA
2484	STEW	commute	0.738	1.662	NA	NA
2484	HAPPY	into	1.083	1.722	NA	NA
2484	STEW	into	0.733	1.417	NA	NA
2484	THOUGHT	dublin	1.107	1.159	NA	NA
2484	HAPPY	dublin	0.935	1.602	NA	NA
2484	HAPPY	with	0.697	1.699	NA	NA
2484	BAT	a	0.881	1.645	NA	NA
2484	HAPPY	resulting	0.752	1.624	NA	NA
2484	THOUGHT	resulting	1.091	1.136	NA	NA
2484	HAPPY	resulting	0.891	1.511	NA	NA
2484	HAPPY	shift	0.72	1.762	NA	NA
2484	STEW	to	0.713	1.465	NA	NA
2484	BAT	a	0.886	1.69	NA	NA
2484	GIRL	services	1.13	1.422	NA	NA
2484	HAPPY	services	0.821	1.479	NA	NA
2484	DRESS	services	0.727	1.482	NA	NA
2484	FACE	based	0.887	1.593	NA	NA
2484	FLEECE	economy	0.719	1.765	NA	NA
2484	THOUGHT	economy	1.202	0.977	NA	NA
2484	THOUGHT	economy	1.076	1.105	NA	NA
2484	HAPPY	economy	0.876	1.33	NA	NA
2484	HAPPY	in	0.621	1.086	NA	NA
2484	HAPPY	the	0.644	1.68	NA	NA
2484	HAPPY	developing	0.988	1.498	NA	NA
2484	DRESS	developing	0.942	1.287	NA	NA
2484	THOUGHT	developing	0.996	1.148	NA	NA
2484	HAPPY	developing	0.886	1.526	NA	NA
2484	HAPPY	here	0.683	1.752	NA	NA
2484	BAT	here	1.398	1.17	NA	NA
2484	BAT	are	1.435	1.242	NA	NA
2484	HAPPY	things	0.863	1.592	NA	NA
2484	THOUGHT	your	1.172	1.307	NA	NA
2484	BAT	assistant	1.505	1.113	NA	NA
2484	HAPPY	assistant	0.709	1.38	NA	NA
2484	BAT	assistant	1.399	1.117	NA	NA
2484	BAT	can	0.802	1.399	NA	NA
2484	STEW	do	1.357	1.691	NA	NA
2484	THOUGHT	on	0.982	0.916	NA	NA
2484	THOUGHT	connect	1.209	0.997	NA	NA
2484	DRESS	connect	1.172	1.558	NA	NA
2484	THOUGHT	your	0.913	1.558	NA	NA
2484	HAPPY	devices	0.744	1.604	NA	NA
2484	DRESS	devices	0.739	1.57	NA	NA
2484	STEW	to	0.591	1.87	NA	NA
2484	THOUGHT	your	1.026	1.252	NA	NA
2484	STEW	google	0.414	0.585	NA	NA
2484	FOOT	google	0.751	0.843	NA	NA
2484	BAT	account	1.406	1.063	NA	NA
2484	STEW	to	0.751	1.14	NA	NA
2484	GIRL	personalize	1.069	1.344	NA	NA
2484	THOUGHT	personalize	0.689	1.242	NA	NA
2484	BAT	personalize	0.988	1.264	NA	NA
2484	THOUGHT	your	1.071	1.419	NA	NA
2484	HAPPY	experience	1.119	1.549	NA	NA
2484	HAPPY	experience	0.789	1.417	NA	NA
2484	HAPPY	experience	0.948	1.679	NA	NA
2484	DRESS	experience	1.099	1.483	NA	NA
2484	HAPPY	enable	1.089	1.586	NA	NA
2484	FACE	enable	0.968	1.685	NA	NA
2484	FOOT	enable	0.783	0.737	NA	NA
2484	THOUGHT	control	1.394	0.826	NA	NA
2484	HOAX	control	1.174	1.62	NA	NA
2484	BAT	and	1.693	1.205	NA	NA
2484	THOUGHT	more	0.966	0.546	NA	NA
2484	HAPPY	he	0.795	1.821	NA	NA
2484	THOUGHT	was	1.281	0.925	NA	NA
2484	THOUGHT	also	1.358	1.836	NA	NA
2484	HOAX	also	0.948	1.015	NA	NA
2484	HAPPY	instrumental	1.085	1.684	NA	NA
2484	YOU	instrumental	1.287	1.154	NA	NA
2484	DRESS	instrumental	1.28	1.466	NA	NA
2484	BAT	instrumental	1.331	1.121	NA	NA
2484	HAPPY	in	0.797	1.999	NA	NA
2484	HAPPY	india	0.857	1.88	NA	NA
2484	HAPPY	india	0.782	1.715	NA	NA
2484	BAT	india	1.436	1.194	NA	NA
2484	HAPPY	winning	0.891	1.311	NA	NA
2484	HAPPY	winning	0.795	1.372	NA	NA
2484	HAPPY	the	0.729	1.71	NA	NA
2484	FACE	asia	0.778	1.701	NA	NA
2484	BAT	asia	1.566	1.192	NA	NA
2484	THOUGHT	cup	1.323	0.78	NA	NA
2484	HAPPY	in	0.723	1.903	NA	NA
2484	BAT	bangladesh	1.597	1.169	NA	NA
2484	BAT	bangladesh	1.408	1.234	NA	NA
2484	DRESS	bangladesh	1.088	1.389	NA	NA
2484	HAPPY	in	0.808	1.643	NA	NA
2484	HAPPY	which	0.818	1.681	NA	NA
2484	HAPPY	he	0.734	1.724	NA	NA
2484	THOUGHT	scored	1.247	0.863	NA	NA
2484	HAPPY	in	0.848	1.381	NA	NA
2484	BAT	a	1.026	1.725	NA	NA
2484	THOUGHT	run	1.215	0.882	NA	NA
2484	FACE	chase	1.023	1.561	NA	NA
2484	THOUGHT	of	1.258	0.864	NA	NA
2484	BAT	against	1.026	1.646	NA	NA
2484	DRESS	against	0.732	1.815	NA	NA
2484	HAPPY	against	0.88	1.717	NA	NA
2484	BAT	pakistan	1.5	1.107	NA	NA
2484	HAPPY	pakistan	0.716	1.624	NA	NA
2484	BAT	pakistan	1.597	1.188	NA	NA
2484	FOOT	fula	0.837	0.963	NA	NA
2484	BAT	fula	1.44	1.185	NA	NA
2484	THOUGHT	society	0.851	1.189	NA	NA
2484	DRESS	society	1.152	1.655	NA	NA
2484	HAPPY	society	0.718	1.771	NA	NA
2484	FLEECE	features	0.679	1.781	NA	NA
2484	DRESS	features	1.111	1.246	NA	NA
2484	HAPPY	the	0.634	1.784	NA	NA
2484	BAT	caste	0.942	1.645	NA	NA
2484	HAPPY	divisions	0.674	1.612	NA	NA
2484	HAPPY	divisions	0.785	1.591	NA	NA
2484	THOUGHT	divisions	1.083	1.212	NA	NA
2484	HAPPY	typical	0.638	1.534	NA	NA
2484	HAPPY	typical	0.806	1.646	NA	NA
2484	BAT	typical	1.3	1.228	NA	NA
2484	THOUGHT	of	1.231	0.789	NA	NA
2484	HAPPY	the	0.695	1.742	NA	NA
2484	DRESS	west	1.161	1.374	NA	NA
2484	BAT	african	1.507	1.244	NA	NA
2484	HAPPY	african	0.775	1.667	NA	NA
2484	BAT	african	1.439	1.274	NA	NA
2484	FLEECE	region	0.712	1.787	NA	NA
2484	THOUGHT	region	1.183	1.282	NA	NA
2484	HAPPY	different	0.697	1.64	NA	NA
2484	DRESS	different	1.095	1.487	NA	NA
2484	DRESS	different	1.111	1.476	NA	NA
2484	FACE	trains	0.961	1.689	NA	NA
2484	FACE	layers	1.009	1.667	NA	NA
2484	BAT	layers	1.436	1.229	NA	NA
2484	FOOT	together	0.722	1.666	NA	NA
2484	DRESS	together	1.1	1.55	NA	NA
2484	BAT	together	1.484	1.161	NA	NA
2484	BAT	a	1.019	1.692	NA	NA
2484	GLARE	carefully	1.114	1.604	NA	NA
2484	HAPPY	carefully	0.636	1.768	NA	NA
2484	THOUGHT	collage	1.044	1.035	NA	NA
2484	BAT	collage	1.494	1.189	NA	NA
2484	THOUGHT	of	1.207	1.062	NA	NA
2484	FLEECE	speech	0.701	1.782	NA	NA
2484	HAPPY	recorded	0.665	1.442	NA	NA
2484	THOUGHT	recorded	1.253	1.166	NA	NA
2484	DRESS	recorded	1.088	1.494	NA	NA
2484	FACE	train	1.046	1.599	NA	NA
2484	BAT	and	1.708	1.306	NA	NA
2484	FLEECE	three	0.674	1.831	NA	NA
2484	HAPPY	string	1.018	1.887	NA	NA
2484	BAT	allow	1.66	1.1	NA	NA
2484	GIRL	personal	1.146	1.385	NA	NA
2484	BAT	personal	1.437	1.11	NA	NA
2484	HAPPY	results	0.695	1.518	NA	NA
2484	THOUGHT	results	1.142	1.024	NA	NA
2484	THOUGHT	plus	1.197	1.066	NA	NA
2484	GIRL	personalized	1.114	1.27	NA	NA
2484	THOUGHT	personalized	0.66	1.089	NA	NA
2484	BAT	personalized	1.471	1.139	NA	NA
2484	STEW	youtube	0.705	1.692	NA	NA
2484	STEW	youtube	0.751	1.18	NA	NA
2484	HAPPY	video	0.664	1.731	NA	NA
2484	HAPPY	video	0.867	1.551	NA	NA
2484	HOAX	video	1.015	1.246	NA	NA
2484	DRESS	recommendations	1.194	1.363	NA	NA
2484	THOUGHT	recommendations	1.434	0.82	NA	NA
2484	DRESS	recommendations	1.114	1.246	NA	NA
2484	FACE	recommendations	0.937	1.455	NA	NA
2484	THOUGHT	recommendations	1.215	1.133	NA	NA
2484	THOUGHT	on	1.279	0.971	NA	NA
2484	HAPPY	the	0.711	1.813	NA	NA
2484	HOAX	home	1.103	0.838	NA	NA
2484	FLEECE	screen	1.028	1.812	NA	NA
2484	THOUGHT	or	1.333	0.743	NA	NA
2484	BAT	as	1.504	1.061	NA	NA
2484	HOAX	notifications	0.871	1.142	NA	NA
2484	HAPPY	notifications	0.691	1.523	NA	NA
2484	HAPPY	notifications	0.687	1.778	NA	NA
2484	FACE	notifications	0.925	1.635	NA	NA
2484	THOUGHT	notifications	1.163	1.182	NA	NA
2484	HAPPY	without	0.723	1.561	NA	NA
2484	YOU	you	0.892	1.317	NA	NA
2484	BAT	having	1.484	1.118	NA	NA
2484	HAPPY	having	1.014	1.616	NA	NA
2484	STEW	to	0.888	1.119	NA	NA
2484	BAT	ask	1.632	1.069	NA	NA
2484	THOUGHT	for	1.14	1.049	NA	NA
2484	DRESS	them	1.166	1.407	NA	NA
2484	FOOT	during	0.642	1.688	NA	NA
2484	HAPPY	during	0.893	1.819	NA	NA
2484	THOUGHT	world	1.1	1.313	NA	NA
2484	THOUGHT	war	0.805	0.534	NA	NA
2484	FACE	they	0.861	1.79	NA	NA
2484	HAPPY	released	0.697	1.796	NA	NA
2484	FLEECE	released	0.755	1.685	NA	NA
2484	GLARE	their	0.761	1.693	NA	NA
2484	BAT	their	1.374	1.301	NA	NA
